student_uid,cohort_code,study,university,semester,gender,first_generation,underrepresented,avg_sleep_minutes,avg_sleep_hours,daytime_sleep_minutes,sleep_midpoint_minutes,sleep_midpoint_clock,bedtime_variability,nights_tracked_fraction,prior_gpa,term_gpa,gpa_change,term_units,term_load_z,under_6h_sleep,sleep_bracket
lac2-001,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,370.0,6.17,11.7,500.3,08:20,0.05,0.931,4.0,3.76,-0.24,49.0,0.112,0,6-6.5h
lac2-002,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,406.8,6.78,49.7,359.5,06:00,0.0476,0.862,4.0,3.55,-0.45,49.0,0.112,0,6.5-7h
lac2-003,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,1.0,253.8,4.23,178.5,398.2,06:38,0.1639,0.586,3.0,3.59,0.59,46.0,-0.604,1,<5.5h
lac2-004,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,411.9,6.86,26.1,532.1,08:52,0.7854,0.931,3.8,3.46,-0.34,39.0,-2.275,0,6.5-7h
lac2-005,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,1.0,408.1,6.8,71.6,354.0,05:54,0.1538,0.931,3.17,3.5,0.33,39.0,-2.275,0,6.5-7h
lac2-006,lac2,1,Carnegie Mellon University,Spring 2018,Male,1.0,1.0,346.8,5.78,78.1,541.3,09:01,1.0689,0.724,2.37,2.54,0.17,49.0,0.112,1,5.5-6h
lac2-007,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,340.0,5.67,42.5,492.5,08:12,0.6244,0.759,3.4,3.5,0.1,45.0,-0.843,1,5.5-6h
lac2-008,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,1.0,414.3,6.91,38.0,467.3,07:47,0.4093,0.931,2.53,2.4,-0.13,48.0,-0.127,0,6.5-7h
lac2-009,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,381.2,6.35,34.7,446.8,07:27,0.1745,0.966,2.79,3.37,0.58,49.0,0.112,0,6-6.5h
lac2-010,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,430.1,7.17,19.4,471.7,07:52,0.4159,0.828,4.0,3.61,-0.39,47.0,-0.366,0,7-7.5h
lac2-011,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,357.7,5.96,35.4,431.5,07:12,0.1069,0.862,4.0,3.44,-0.56,54.0,1.305,1,5.5-6h
lac2-012,lac2,1,Carnegie Mellon University,Spring 2018,Male,1.0,1.0,447.4,7.46,23.4,267.8,04:28,0.04,1.0,4.0,3.81,-0.19,48.0,-0.127,0,7-7.5h
lac2-013,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,402.1,6.7,52.9,444.3,07:24,0.0451,0.931,3.79,4.0,0.21,46.0,-0.604,0,6.5-7h
lac2-014,lac2,1,Carnegie Mellon University,Spring 2018,,0.0,0.0,315.6,5.26,18.5,436.2,07:16,0.1719,1.0,3.2,3.63,0.43,55.0,1.543,1,<5.5h
lac2-015,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,367.8,6.13,10.6,425.3,07:05,0.1882,1.0,3.57,3.81,0.24,51.0,0.589,0,6-6.5h
lac2-016,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,366.4,6.11,35.6,406.2,06:46,0.6453,0.931,3.7,3.57,-0.13,50.0,0.35,0,6-6.5h
lac2-017,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,455.6,7.59,23.5,434.1,07:14,0.1099,0.897,4.0,4.0,0.0,51.0,0.589,0,7.5h+
lac2-018,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,330.9,5.51,40.3,551.2,09:11,0.7578,0.655,2.92,3.12,0.2,50.0,0.35,1,5.5-6h
lac2-019,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,406.7,6.78,11.0,391.4,06:31,0.3475,0.897,3.74,3.81,0.07,52.0,0.827,0,6.5-7h
lac2-020,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,350.7,5.84,32.0,349.4,05:49,1.24,0.793,3.29,3.39,0.1,49.0,0.112,1,5.5-6h
lac2-021,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,357.7,5.96,30.9,451.5,07:32,0.2978,0.759,3.59,3.38,-0.21,49.0,0.112,1,5.5-6h
lac2-022,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,455.4,7.59,26.9,308.5,05:08,0.0242,0.966,3.48,2.98,-0.5,48.0,-0.127,0,7.5h+
lac2-023,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,299.1,4.98,28.3,415.0,06:55,0.5407,0.724,4.0,4.0,0.0,51.0,0.589,1,<5.5h
lac2-024,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,343.1,5.72,24.5,493.5,08:14,0.1737,0.897,3.07,4.0,0.93,48.0,-0.127,1,5.5-6h
lac2-025,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,376.6,6.28,6.2,473.5,07:54,0.0854,1.0,3.48,3.46,-0.02,47.0,-0.366,0,6-6.5h
lac2-026,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,398.0,6.63,19.0,502.7,08:23,0.4645,0.379,4.0,4.0,0.0,45.0,-0.843,0,6.5-7h
lac2-027,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,411.8,6.86,55.4,459.0,07:39,0.1208,0.828,3.77,3.57,-0.2,47.0,-0.366,0,6.5-7h
lac2-028,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,422.1,7.04,72.3,402.2,06:42,0.2994,1.0,3.22,3.58,0.36,53.0,1.066,0,7-7.5h
lac2-029,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,283.1,4.72,30.7,585.2,09:45,1.9888,0.621,3.81,3.56,-0.25,48.0,-0.127,1,<5.5h
lac2-030,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,425.3,7.09,52.9,375.2,06:15,0.1063,1.0,3.74,3.81,0.07,52.0,0.827,0,7-7.5h
lac2-031,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,338.7,5.64,13.9,424.4,07:04,0.1341,0.966,3.4,3.81,0.41,51.0,0.589,1,5.5-6h
lac2-032,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,362.1,6.03,31.1,415.0,06:55,1.217,0.724,3.8,3.61,-0.19,56.0,1.782,0,6-6.5h
lac2-033,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,427.3,7.12,46.2,487.5,08:08,0.1257,0.862,3.76,3.72,-0.04,43.0,-1.32,0,7-7.5h
lac2-034,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,397.9,6.63,58.8,374.6,06:15,0.1244,0.448,3.6,4.0,0.4,51.0,0.589,0,6.5-7h
lac2-035,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,413.8,6.9,47.1,408.0,06:48,0.1976,0.966,3.79,3.0,-0.79,51.0,0.589,0,6.5-7h
lac2-036,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,340.0,5.67,25.1,489.2,08:09,0.0994,0.931,3.56,3.59,0.03,46.0,-0.604,1,5.5-6h
lac2-037,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,373.9,6.23,34.5,383.4,06:23,0.0624,0.862,3.29,3.28,-0.01,45.0,-0.843,0,6-6.5h
lac2-038,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,452.5,7.54,82.3,407.1,06:47,0.6102,0.517,4.0,4.0,0.0,55.0,1.543,0,7.5h+
lac2-039,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,301.3,5.02,21.2,486.2,08:06,0.2097,1.0,3.58,3.24,-0.34,56.0,1.782,1,<5.5h
lac2-040,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,263.5,4.39,42.3,533.1,08:53,2.7586,0.586,3.21,3.05,-0.16,45.0,-0.843,1,<5.5h
lac2-041,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,394.8,6.58,16.0,342.8,05:43,0.0283,1.0,4.0,4.0,0.0,50.0,0.35,0,6.5-7h
lac2-042,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,283.3,4.72,40.5,669.7,11:10,4.2554,0.517,3.6,2.18,-1.42,47.0,-0.366,1,<5.5h
lac2-043,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,385.0,6.42,57.4,369.0,06:09,0.299,0.862,3.12,3.6,0.48,45.0,-0.843,0,6-6.5h
lac2-044,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,424.7,7.08,8.5,373.9,06:14,0.1536,0.966,3.81,3.59,-0.22,49.0,0.112,0,7-7.5h
lac2-045,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,341.5,5.69,34.3,409.5,06:50,0.2535,0.931,3.49,3.6,0.11,45.0,-0.843,1,5.5-6h
lac2-046,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,349.6,5.83,36.8,540.6,09:01,0.8066,0.655,2.65,3.49,0.84,48.0,-0.127,1,5.5-6h
lac2-047,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,400.5,6.68,37.0,405.8,06:46,0.8294,0.828,3.25,2.49,-0.76,38.0,-2.513,0,6.5-7h
lac2-048,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,406.8,6.78,24.7,385.3,06:25,0.1071,0.966,3.52,3.45,-0.07,40.0,-2.036,0,6.5-7h
lac2-049,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,408.3,6.81,22.7,411.4,06:51,0.2671,0.966,2.86,3.78,0.92,46.0,-0.604,0,6.5-7h
lac2-050,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,336.2,5.6,85.8,477.1,07:57,0.7187,1.0,3.78,3.8,0.02,49.0,0.112,1,5.5-6h
lac2-051,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,1.0,219.9,3.66,136.2,396.5,06:36,0.5227,0.552,2.78,1.5,-1.28,46.0,-0.604,1,<5.5h
lac2-052,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,481.2,8.02,19.1,349.2,05:49,0.0421,0.966,4.0,4.0,0.0,53.0,1.066,0,7.5h+
lac2-053,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,411.7,6.86,10.8,335.7,05:36,0.0188,1.0,4.0,4.0,0.0,60.0,2.736,0,6.5-7h
lac2-054,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,428.4,7.14,7.1,361.6,06:02,0.1113,0.655,3.69,3.76,0.07,56.0,1.782,0,7-7.5h
lac2-055,lac2,1,Carnegie Mellon University,Spring 2018,Female,1.0,0.0,297.0,4.95,60.6,466.8,07:47,0.647,0.69,4.0,4.0,0.0,53.0,1.066,1,<5.5h
lac2-056,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,421.4,7.02,17.9,453.1,07:33,0.0839,0.586,4.0,3.53,-0.47,47.0,-0.366,0,7-7.5h
lac2-057,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,351.2,5.85,45.4,476.6,07:57,0.9002,0.862,3.55,2.6,-0.95,53.0,1.066,1,5.5-6h
lac2-058,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,393.3,6.55,36.5,401.8,06:42,0.029,0.966,4.0,4.0,0.0,49.0,0.112,0,6.5-7h
lac2-059,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,431.3,7.19,35.8,445.6,07:26,0.1703,1.0,4.0,3.42,-0.58,55.0,1.543,0,7-7.5h
lac2-060,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,370.5,6.17,32.8,627.6,10:28,0.3768,0.931,3.57,3.0,-0.57,48.0,-0.127,0,6-6.5h
lac2-061,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,427.8,7.13,67.9,401.1,06:41,0.1666,0.966,4.0,4.0,0.0,40.0,-2.036,0,7-7.5h
lac2-062,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,347.9,5.8,62.4,533.1,08:53,2.7628,0.724,3.8,3.59,-0.21,46.0,-0.604,1,5.5-6h
lac2-063,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,393.7,6.56,52.8,393.3,06:33,0.1102,0.862,3.78,3.81,0.03,46.0,-0.604,0,6.5-7h
lac2-064,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,398.0,6.63,39.2,411.0,06:51,0.42,0.931,3.56,4.0,0.44,45.0,-0.843,0,6.5-7h
lac2-065,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,427.1,7.12,28.5,457.3,07:37,1.3981,0.655,3.8,4.0,0.2,49.0,0.112,0,7-7.5h
lac2-066,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,1.0,408.3,6.8,54.4,348.7,05:49,0.0441,1.0,2.49,2.84,0.35,49.0,0.112,0,6.5-7h
lac2-067,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,421.5,7.02,25.7,330.6,05:31,0.0494,0.655,3.77,3.79,0.02,47.0,-0.366,0,7-7.5h
lac2-068,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,388.4,6.47,44.2,398.9,06:39,0.1833,0.759,4.0,4.0,0.0,54.0,1.305,0,6-6.5h
lac2-069,lac2,1,Carnegie Mellon University,Spring 2018,Male,1.0,0.0,250.4,4.17,80.8,628.0,10:28,2.5669,0.793,3.58,2.55,-1.03,54.0,1.305,1,<5.5h
lac2-070,lac2,1,Carnegie Mellon University,Spring 2018,Male,1.0,1.0,321.0,5.35,18.3,471.7,07:52,2.0339,0.724,4.0,3.63,-0.37,48.0,-0.127,1,<5.5h
lac2-071,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,428.5,7.14,32.6,477.9,07:58,0.7811,0.966,2.36,2.79,0.43,47.0,-0.366,0,7-7.5h
lac2-072,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,415.8,6.93,64.6,432.0,07:12,2.1962,0.897,3.17,2.8,-0.37,46.0,-0.604,0,6.5-7h
lac2-073,lac2,1,Carnegie Mellon University,Spring 2018,Female,1.0,0.0,313.9,5.23,65.0,402.0,06:42,0.1853,0.793,2.98,3.28,0.3,50.0,0.35,1,<5.5h
lac2-074,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,1.0,457.4,7.62,30.9,535.4,08:55,0.4892,0.931,1.7,2.47,0.77,43.0,-1.32,0,7.5h+
lac2-075,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,405.4,6.76,40.1,442.7,07:23,0.1037,0.897,3.52,3.57,0.05,51.0,0.589,0,6.5-7h
lac2-076,lac2,1,Carnegie Mellon University,Spring 2018,Male,0.0,0.0,413.1,6.89,44.3,407.5,06:48,0.2896,0.966,3.0,3.53,0.53,45.0,-0.843,0,6.5-7h
lac2-077,lac2,1,Carnegie Mellon University,Spring 2018,Female,0.0,0.0,414.7,6.91,18.5,424.9,07:05,0.0368,0.897,3.8,4.0,0.2,47.0,-0.366,0,6.5-7h
uw1-001,uw1,2,University of Washington,Spring 2018,Male,0.0,0.0,445.2,7.42,67.5,425.8,07:06,0.3212,0.893,3.196,3.9,0.704,5.0,-3.983,0,7-7.5h
uw1-002,uw1,2,University of Washington,Spring 2018,Female,1.0,0.0,587.7,9.79,64.5,380.3,06:20,0.4222,0.214,3.321,3.833,0.512,18.0,1.68,0,7.5h+
uw1-003,uw1,2,University of Washington,Spring 2018,Female,0.0,0.0,447.5,7.46,28.2,372.3,06:12,0.1173,0.929,3.767,3.5,-0.267,14.0,-0.062,0,7-7.5h
uw1-004,uw1,2,University of Washington,Spring 2018,Female,1.0,0.0,406.9,6.78,39.4,358.9,05:59,0.1382,0.929,3.427,3.477,0.05,13.0,-0.498,0,6.5-7h
uw1-005,uw1,2,University of Washington,Spring 2018,Female,0.0,0.0,456.7,7.61,61.6,364.8,06:05,0.553,0.893,3.6,3.128,-0.472,18.0,1.68,0,7.5h+
uw1-006,uw1,2,University of Washington,Spring 2018,Male,0.0,0.0,361.8,6.03,49.3,289.9,04:50,0.1774,0.75,3.923,4.0,0.077,15.0,0.373,0,6-6.5h
uw1-007,uw1,2,University of Washington,Spring 2018,Male,0.0,0.0,370.5,6.18,26.1,390.2,06:30,0.0996,0.857,3.555,3.569,0.014,13.0,-0.498,0,6-6.5h
uw1-008,uw1,2,University of Washington,Spring 2018,Male,0.0,0.0,404.8,6.75,103.1,406.1,06:46,1.1184,0.893,3.593,3.533,-0.06,15.0,0.373,0,6.5-7h
uw1-009,uw1,2,University of Washington,Spring 2018,Female,0.0,0.0,518.6,8.64,30.5,342.9,05:43,0.0448,1.0,3.533,3.9,0.367,15.0,0.373,0,7.5h+
uw1-010,uw1,2,University of Washington,Spring 2018,Female,0.0,0.0,493.6,8.23,31.8,260.2,04:20,0.0649,1.0,3.746,3.9,0.154,15.0,0.373,0,7.5h+
uw1-011,uw1,2,University of Washington,Spring 2018,Female,1.0,0.0,411.3,6.85,27.3,349.5,05:50,0.0927,0.536,3.266,3.1,-0.166,15.0,0.373,0,6.5-7h
uw1-012,uw1,2,University of Washington,Spring 2018,Female,0.0,0.0,274.2,4.57,152.6,315.6,05:16,0.1125,1.0,2.883,2.75,-0.133,14.0,-0.062,1,<5.5h
uw1-013,uw1,2,University of Washington,Spring 2018,Female,0.0,0.0,494.4,8.24,54.1,305.2,05:05,0.1287,0.929,3.152,3.1,-0.052,15.0,0.373,0,7.5h+
uw1-014,uw1,2,University of Washington,Spring 2018,Female,0.0,0.0,444.9,7.41,35.7,314.7,05:15,0.0687,1.0,2.915,2.933,0.018,15.0,0.373,0,7-7.5h
uw1-015,uw1,2,University of Washington,Spring 2018,Female,0.0,0.0,382.2,6.37,54.9,477.3,07:57,0.0624,1.0,3.452,3.8,0.348,15.0,0.373,0,6-6.5h
uw1-016,uw1,2,University of Washington,Spring 2018,Female,0.0,0.0,467.2,7.79,29.8,392.5,06:32,0.141,0.571,2.917,1.7,-1.217,15.0,0.373,0,7.5h+
uw1-017,uw1,2,University of Washington,Spring 2018,Male,0.0,0.0,439.2,7.32,48.6,326.7,05:27,0.0693,1.0,3.745,3.838,0.093,13.0,-0.498,0,7-7.5h
uw1-018,uw1,2,University of Washington,Spring 2018,Female,0.0,0.0,438.7,7.31,41.8,405.6,06:46,0.6026,0.964,3.336,3.933,0.597,15.0,0.373,0,7-7.5h
uw1-019,uw1,2,University of Washington,Spring 2018,Female,0.0,0.0,459.5,7.66,14.8,281.1,04:41,0.0833,0.964,4.0,4.0,0.0,13.0,-0.498,0,7.5h+
uw1-020,uw1,2,University of Washington,Spring 2018,Female,1.0,0.0,405.2,6.75,39.6,363.2,06:03,0.0622,1.0,3.18,3.5,0.32,10.0,-1.805,0,6.5-7h
uw1-021,uw1,2,University of Washington,Spring 2018,Female,1.0,0.0,396.5,6.61,75.6,410.8,06:51,0.1101,1.0,2.567,2.992,0.425,13.0,-0.498,0,6.5-7h
uw1-022,uw1,2,University of Washington,Spring 2018,Female,1.0,0.0,389.0,6.48,24.3,300.5,05:00,0.2066,0.536,3.741,3.479,-0.262,14.0,-0.062,0,6-6.5h
uw1-023,uw1,2,University of Washington,Spring 2018,Female,0.0,0.0,441.0,7.35,36.5,345.0,05:45,0.3075,1.0,3.532,3.6,0.068,15.0,0.373,0,7-7.5h
uw1-024,uw1,2,University of Washington,Spring 2018,Female,1.0,0.0,434.0,7.23,8.6,343.3,05:43,0.0482,1.0,3.7,3.193,-0.507,14.0,-0.062,0,7-7.5h
uw1-025,uw1,2,University of Washington,Spring 2018,Male,0.0,0.0,433.2,7.22,72.0,417.5,06:58,0.1477,0.714,3.883,3.9,0.017,10.0,-1.805,0,7-7.5h
uw1-026,uw1,2,University of Washington,Spring 2018,Male,0.0,0.0,371.1,6.19,25.8,493.1,08:13,0.0544,1.0,3.467,3.608,0.141,12.0,-0.933,0,6-6.5h
uw1-027,uw1,2,University of Washington,Spring 2018,Female,1.0,0.0,425.5,7.09,26.0,334.1,05:34,0.0958,1.0,3.8,3.95,0.15,10.0,-1.805,0,7-7.5h
uw1-028,uw1,2,University of Washington,Spring 2018,Female,1.0,0.0,394.9,6.58,13.1,362.7,06:03,0.0411,1.0,3.7,3.867,0.167,12.0,-0.933,0,6.5-7h
uw1-029,uw1,2,University of Washington,Spring 2018,Female,1.0,1.0,469.5,7.82,31.3,473.9,07:54,0.397,0.857,3.126,2.729,-0.397,14.0,-0.062,0,7.5h+
uw1-030,uw1,2,University of Washington,Spring 2018,Male,0.0,0.0,349.0,5.82,53.1,330.8,05:31,0.127,0.964,3.96,3.767,-0.193,15.0,0.373,1,5.5-6h
uw1-031,uw1,2,University of Washington,Spring 2018,Female,0.0,0.0,328.9,5.48,88.1,497.3,08:17,0.4576,0.929,3.652,3.344,-0.308,18.0,1.68,1,<5.5h
uw1-032,uw1,2,University of Washington,Spring 2018,Male,0.0,0.0,337.4,5.62,85.0,437.8,07:18,0.1269,1.0,3.867,3.567,-0.3,15.0,0.373,1,5.5-6h
uw1-033,uw1,2,University of Washington,Spring 2018,Male,1.0,0.0,329.0,5.48,50.9,389.2,06:29,0.0317,0.964,3.627,3.5,-0.127,10.0,-1.805,1,<5.5h
uw1-034,uw1,2,University of Washington,Spring 2018,Male,0.0,0.0,400.2,6.67,68.5,536.7,08:57,11.4803,0.286,3.397,3.564,0.167,11.0,-1.369,0,6.5-7h
uw1-035,uw1,2,University of Washington,Spring 2018,Female,1.0,0.0,412.6,6.88,68.6,323.8,05:24,0.0773,0.964,3.6,3.436,-0.164,14.0,-0.062,0,6.5-7h
uw1-036,uw1,2,University of Washington,Spring 2018,Female,0.0,1.0,362.1,6.04,64.0,508.5,08:28,1.7427,0.286,3.758,3.833,0.075,15.0,0.373,0,6-6.5h
uw1-037,uw1,2,University of Washington,Spring 2018,Male,0.0,0.0,399.5,6.66,76.4,573.6,09:34,1.4693,0.75,3.083,2.478,-0.605,18.0,1.68,0,6.5-7h
uw1-038,uw1,2,University of Washington,Spring 2018,Female,0.0,1.0,255.4,4.26,46.4,561.0,09:21,2.1725,0.964,3.346,2.5,-0.846,10.0,-1.805,1,<5.5h
uw1-039,uw1,2,University of Washington,Spring 2018,Male,0.0,0.0,438.8,7.31,42.7,370.6,06:11,0.0595,0.857,3.2,3.038,-0.162,13.0,-0.498,0,7-7.5h
